geom,Plan_ID,File_Name,Allocation_Area,Planning_Area,Location_Description,Coordinates
POINT (1375993.1883762516 569341.0785817523),25547,TURLEY'S OVERLOOK,Established Communities,Elkridge,ILCHESTER RD AT TALBOT LANDING,"(39.2299,-76.7753)"
POINT (1369340.0913013555 554441.8268466424),25392,FAZ PROPERTY,Established Communities,Columbia,N SIDE LARK BROWN RD W OF WATERLOO RD,"(39.1889,-76.7988)"
POINT (1384093.3907030374 560820.0789882299),25265,AWILDA ACRES - LOT 1,Established Communities,Elkridge,S SIDE BAUMAN DR,"(39.2065,-76.7467)"
POINT (1376791.0645699948 551713.8999880478),25508,MORRIS PLACE,ELK - Growth &amp; Revitalization,Elkridge,WEST SIDE OF US RT 1 SOUTH SIDE OF CEMETERY LN,"(39.1814,-76.7725)"
POINT (1343433.134700179 595828.1185869388),25417,"VILLAGES AT TURF VALLEY, PH. 1, SEC. 3",EC - Growth &amp; Revitalization,Ellicott City,N SIDE FAIRMONT LN W OF RESORT RD,"(39.3027,-76.8902)"
POINT (1362908.4325483516 589232.584637193),25533,THE GATHERINGS AT ELLICOTT'S RETREAT - PH. 1,Established Communities,Ellicott City,TERMINUS OF CARL'S COURT,"(39.2846,-76.8215)"
POINT (1362908.4325483516 589232.584637193),25258,THE GATHERINGS AT ELLICOTT'S RETREAT,Established Communities,Ellicott City,TERMINUS OF CARL'S COURT,"(39.2846,-76.8215)"
POINT (1386924.2046741545 551854.6962453723),25196,OXFORD SQUARE,ELK - Growth &amp; Revitalization,Elkridge,S SIDE OF ST MARGARETS BLVD AT COCA COLA DR,"(39.1818,-76.7367)"
POINT (1334597.942366965 560902.7941511031),25517,"TROTTER WOODS, LOT 24",Established Communities,Columbia,N SIDE TALL TIMBER DR 650' W OF TROTTER RD,"(39.2067,-76.9214)"
POINT (1354207.5763216093 575464.174796002),25488,CENTENNIAL LAKE OVERLOOK,Established Communities,Ellicott City,WELLFORD DR ,"(39.2467,-76.8522)"
POINT (1335966.6476829648 544332.2919834275),25522,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,EAST SIDE OF FEDERAL ST SOUTH OF DAIRY ST,"(39.1611,-76.9165)"
POINT (1361454.7698957287 536932.4686365612),25478,LAWRENCE WHITEHEAD PROPERTY - PARCEL 345,Established Communities,Southeast,NE QUADRANT COMMERCIAL ST & COMMERCE ST,"(39.1408,-76.8266)"
POINT (1334687.9343430325 564293.5081524923),25208,"TAJ PROPERTY, LOTS 1 AND 2",Established Communities,Columbia,TROTTER RD N TROTTER CROSSING LN,"(39.216,-76.921)"
POINT (1380402.4623332657 562445.0012636296),25140,MONTGOMERY CROSSING PHASE 2,Established Communities,Elkridge,S SIDE MONTGOMERY RD W OF MARSHALEE DR,"(39.2109,-76.7597)"
POINT (1351473.6567582637 529241.3234981168),25138,"HIGH RIDGE MEADOWS, SECTION TWO",Established Communities,Southeast,INTERSECTION OF OLD SCAGGSVILLE RD & HIGH RIDGE RD,"(39.1196,-76.8618)"
POINT (1336676.471076697 544521.3305361923),25396,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,"SOUTH OF IAGER BLVD, WEST OF PACA ST, NORTH OF HOLSTEIN ST","(39.1617,-76.914)"
POINT (1336110.5223424807 544073.4633017238),25357,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,NORTH OF IAGER BLVD EAST OF FEDERAL ST,"(39.1604,-76.916)"
POINT (1375868.2190483771 551237.7380676251),24859,"BROMPTON HOUSE - (GROSVENOR HOUSE, PHASE II)",ELK - Growth &amp; Revitalization,Elkridge,W SIDE BLUE STREAM DR OPPOSITE SAGE AVE,"(39.1801,-76.7757)"
POINT (1336344.9555099048 544250.7670573387),25363,MAPLE LAWN FARMS GARDEN DIST AREA 1,SE - Growth &amp; Revitalization,Southeast,TERMINUS OAK CREST LANE,"(39.1609,-76.9152)"
POINT (1351363.0389203504 586864.8529761918),24768,DEMIREL PLAZA,Established Communities,Ellicott City,S SIDE OF FREDERICK RD W OF CENTENNIAL LN,"(39.2781,-76.8622)"
POINT (1335934.882639043 544021.2239858694),25340,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,S SIDE GREEN ST E OF FEDERAL ST,"(39.1603,-76.9166)"
POINT (1354449.6663696095 539791.4921297934),25150,WINCOPIA FARMS,Established Communities,Southeast,EAST SIDE OF GORMAN RD AT WINCOPIA FARMS WAY,"(39.1487,-76.8513)"
POINT (1352140.1395228356 527539.4702701345),25424,SABATELLI PROPERTY,Established Communities,Southeast,SW SIDE OF SCAGGSVILLE RD OPPOSITE GROSS AVE,"(39.115,-76.8595)"
POINT (1345549.5204718187 596271.6362162698),25203,VILLAGES AT TURF VALLEY PH 2 SEC 2,EC - Growth &amp; Revitalization,Ellicott City,"BOUNDED BY MARRIOTSVILLE RD ON WEST, I-70 ON NORTH, TURF VALLEY RD TO EAST,","(39.304,-76.8827)"
POINT (1376469.044798836 552042.2001928296),24687,BLUE STREAM TOWNS - SECTION 2,ELK - Growth &amp; Revitalization,Elkridge,TERMINUS OF BLUE STREAM DR,"(39.1823,-76.7736)"
POINT (1354726.7615911923 575174.1117125843),25312,CENTENNIAL LAKE OVERLOOK,Established Communities,Ellicott City,WELLFORD DR,"(39.2459,-76.8503)"
POINT (1343013.3313483521 595001.9077521916),18212,Villages at Turf Valley - Phase 4,Ellicott City,Ellicott City,NW SIDE RESORT RD E OF MARRIOTTSVILLE RD,"(39.3005,-76.8917)"
POINT (1339848.253140349 537423.9539691918),25175,CHERRYTREE PARK,Established Communities,Southeast,W SIDE OF ICE CRYSTAL DR,"(39.1421,-76.9028)"
POINT (1376479.4588717073 570642.101963291),25154,KLAMUT PROPERTY LOT 5,Established Communities,Elkridge,W SIDE ILCHESTER RD S OF ELLIS LN,"(39.2335,-76.7736)"
POINT (1386282.6345927715 552550.2684915736),24711,OXFORD SQUARE ,ELK - Growth &amp; Revitalization,Elkridge,INTERSECTION OF COCA COLA DR & PARK CIRCLE DR,"(39.1837,-76.739)"
POINT (1354555.8275923952 539290.1665784027),25189,WINCOPIA FARMS,Established Communities,Southeast,S SIDE WINCOPIA FARMS WAY,"(39.1473,-76.8509)"
POINT (1351084.4578460045 528635.9279933814),24814,"HIGH RIDGE MEADOWS, SEC. 1  (DEER SPRINGS)",Established Communities,Southeast,INTERSECTION OF OLD SCAGGSVILLE RD & HIGH RIDGE RD,"(39.118,-76.8632)"
POINT (1335719.0417760983 543760.6320680752),25177,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,IAGER BLVD AT FEDERAL ST,"(39.1596,-76.9174)"
POINT (1345769.1712923497 545429.0034321919),25234,KINDLER OVERLOOK II,Established Communities,Southeast,TERMINUS OF KINDLER OVERLOOK DR,"(39.1642,-76.8819)"
POINT (1371834.3850793391 563377.58437277),25251,SCARBOROUGH ESTATES,Established Communities,Elkridge,SE SIDE OLD MONTGOMERY RD N OF BRIGHTFIELD RD,"(39.2135,-76.79)"
POINT (1367909.9816363528 592641.0854601916),25066,"CARVER ESTATES, LOTS 2 & 3",Established Communities,Ellicott City,W SIDE OF HIGH RIDGE RD 600' S OF CHURCH LANE RD,"(39.294,-76.8038)"
POINT (1385999.8574678488 560038.5696253795),24979,"SCHAFER PROPERTY, LOTS 2 & 3",Established Communities,Elkridge,W SIDE HUNT CLUB RD S OF HUNTER RD,"(39.2043,-76.74)"
POINT (1344496.9617583528 550655.5447011031),24408,"HOLIDAY HILLS, SECTION 4, LOTS 110 & 111",Established Communities,Southeast,NW QUADRANT HUNTING LN & NEWBERRY DR,"(39.1785,-76.8864)"
POINT (1350035.8252252042 555326.3204864413),25035,DAVID N. ELLIOTT II PROPERTY,Established Communities,Columbia,E SIDE SHAKER DR N OF SENECA DR,"(39.1914,-76.8669)"
POINT (1378559.2454923503 562700.9713281915),25071,FUHR PROPERTY  (5814 BELLANCA DRIVE),Established Communities,Elkridge,BELLANCA DR ACROSS FROM GARDENVIEW DR,"(39.2116,-76.7662)"
POINT (1353814.9315974712 538054.2629744709),24709,WALDEN WOODS,SE - Growth &amp; Revitalization,Southeast,E SIDE GORMAN RD 1400' N OF SKYLARK BLVD,"(39.1439,-76.8535)"
POINT (1343513.3218816742 537200.9449934419),25057,RESERVIOR ESTATES,Established Communities,Southeast,S SIDE SCAGGSVILLE RD E OF ORNDORFF WAY,"(39.1415,-76.8899)"
POINT (1375489.976304464 563517.4944911264),24913,HAGGBLOM PROPERTY,Established Communities,Elkridge,S SIDE MONTGOMERY RD 200' E OF ROCKBURN RD,"(39.2139,-76.7771)"
POINT (1336676.471076686 543874.7734698858),25005,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,NORTH SIDE OF IAGER BLVD,"(39.1599,-76.914)"
POINT (1375879.1656402722 569440.8098685015),24940,TURLEY'S MEADOW LOTS 1-3,Established Communities,Elkridge,ILCHESTER RD AT TALBOT LANDING,"(39.2302,-76.7757)"
POINT (1352425.369306989 527346.388363501),24799,NEWELL PROPERTY,Established Communities,Southeast,OLD SCAGGSVILLE RD N OF ALL SAINTS DR,"(39.1144,-76.8585)"
POINT (1336352.132834226 543783.6390000619),25001,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,NORTH SIDE OF IAGER BLVD,"(39.1596,-76.9152)"
POINT (1361444.983166419 537022.7492442597),24868,LAWRENCE WHITEHEAD PROPERTY - PARCEL 346,Established Communities,Southeast,TERMINUS OF COMMERCIAL ST,"(39.141,-76.8266)"
POINT (1379932.3078855127 563572.5627719704),24443,Enclave at Park Forest,Established Communities,Elkridge,MONTGOMERY RD ADJACENT TO PARKVIEW CT,"(39.214,-76.7614)"
POINT (1350269.5735505521 555347.4862714205),24832,STELLA GLEN,Established Communities,Columbia,SHAKER DR N OF BEECHWOOD DR,"(39.1914,-76.8661)"
POINT (1384353.362131834 562528.1352809127),24459,Wilford Property,Established Communities,Elkridge,SW QUADRANT MONTGOMERY RD & HUNT CLUB RD,"(39.2112,-76.7458)"
POINT (1339961.8819419928 599022.9386830814),24223,WAVERLY MEWS  (WAVERLY WOODS WEST APARTMENTS),EC - Growth &amp; Revitalization,Ellicott City,BARNSLEY WAY,"(39.3115,-76.9024)"
POINT (1354702.8015181161 576026.1626324151),24925,CENTENNIAL LAKE OVERLOOK SEC 1,Established Communities,Ellicott City,SW SIDE OLD ANNAPOLIS RD OPPOSITE BRIARCLIFFE LN,"(39.2483,-76.8504)"
POINT (1350574.3200223483 588197.2702401914),24244,TOWNS AT PATUXENT ORCHARD (KAISER ORCHARD),EC - Growth &amp; Revitalization,Ellicott City,PINE ORCHARD LANE,"(39.2818,-76.865)"
POINT (1355158.8839733824 538713.8993139472),24900,WINCOPIA FARMS,Established Communities,Southeast,E SIDE OF GORMAN RD,"(39.1457,-76.8488)"
POINT (1373864.7554691099 549846.5048658308),24652,HOWARD SQUARE,ELK - Growth &amp; Revitalization,Elkridge,NW QUADRANT OF PORT CAPITAL DRIVE AND US 1,"(39.1763,-76.7828)"
POINT (1364925.5468676202 538039.1320465673),24582,GUILFORD OVERLOOK,Established Communities,Southeast,TERMINUS OF PINE TREE DR,"(39.1438,-76.8143)"
POINT (1354459.9460046478 539073.9696345571),24879,WINCOPIA FARMS,Established Communities,Southeast,E SIDE OF GORMAN RD,"(39.1467,-76.8513)"
POINT (1343873.635767892 550458.9586070124),24579,HOLIDAY HILLS LOTS 113 & 114,Established Communities,Southeast,S. SIDE HUNTING LN,"(39.178,-76.8886)"
POINT (1390644.4000176527 556186.5927713718),24391,Wecker Property,Established Communities,Elkridge,E SIDE HANOVER RD S OF SKIPTON DR,"(39.1937,-76.7236)"
POINT (1346154.0989896692 550889.9359531514),24699,HOLIDAY HILLS LOTS 115 & 116,Established Communities,Southeast,S SIDE VISTA RD E OF NEWBERRY RD,"(39.1792,-76.8806)"
POINT (1387056.4714931212 552223.6543156989),24595,OXFORD SQUARE - PARCEL K - WOODFIELD,ELK - Growth &amp; Revitalization,Elkridge,COCA COLA DR & SAINT MARGARETS BLVD,"(39.1828,-76.7363)"
POINT (1360825.0725314505 578696.0914695002),24661,"CRESTLEIGH, SEC. 2, LOT 16",Established Communities,Ellicott City,TERMINUS OF CLUB COURT,"(39.2556,-76.8288)"
POINT (1383486.7887715697 561211.5804735329),24415,BRANDON JONES PROPERTY  (6017 DEER RIDGE LANE),Established Communities,Elkridge,TERMINUS OF DEER RIDGE LN,"(39.2076,-76.7489)"
POINT (1338426.3713050187 567823.889902819),24714,VILLAGE OF HARPERS CHOICE,Established Communities,Columbia,WEST SIDE OF MANORSTONE LANE,"(39.2257,-76.9078)"
POINT (1358983.97929959 528623.8215963021),24791,PARKSIDE ESTATES,Established Communities,Southeast,WHISKEY BOTTOM RD S OF NORTHGATE,"(39.1179,-76.8353)"
POINT (1370682.7522547916 581433.0525368415),24606,AUTUMN OVERLOOK,Established Communities,Ellicott City,E SIDE COLLEGE AVE AT WEAVER'S CT,"(39.2632,-76.794)"
POINT (1339116.7686701342 540738.0943888836),24707,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,N & S SIDES OF MARKET ST,"(39.1513,-76.9054)"
POINT (1386726.564298991 552211.5564189628),24421,Oxford Square,"Green Neighborhood,Route 1",Elkridge,COCA COLA DR & PARK CIRCLE DR,"(39.1828,-76.7374)"
POINT (1372599.8602860272 579173.4177174736),24689,AUTUMN RIVER PH III,Established Communities,Ellicott City,NE SIDE COLLEGE AVE ACROSS FROM FOUR QUARTER RD,"(39.2569,-76.7873)"
POINT (1382223.4101685323 567424.9323690627),24586,GROVEMENT OVERLOOK,Established Communities,Elkridge,E SIDE LANDING RD S OF WOOLTON CT,"(39.2246,-76.7533)"
POINT (1364691.0562883504 535436.9649051912),24511,TOTARO PROPERTY,Established Communities,Southeast,NORTHWEST CORNER OF RT. 1 AND HOWARD STREET,"(39.1367,-76.8152)"
POINT (1350707.4216502532 588693.9375029728),24394,Orchard Park Section 3,EC - Growth &amp; Revitalization,Ellicott City,TERMINUS OF PINE ORCHARD,"(39.2831,-76.8645)"
POINT (1371458.1085598916 579545.002000412),24513,AUTUMN RIVER PHASE 4,Established Communities,Ellicott City,COLLEGE AVE AT BENDING SKY WAY,"(39.258,-76.7913)"
POINT (1369036.2577332817 597419.9690785166),24342,PHELPS PROPERTY,Established Communities,Ellicott City,EAST SIDE OF OLD FREDERICK RD,"(39.3071,-76.7998)"
POINT (1338684.8237065636 540980.1398846414),24577,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,WESTSIDE BLVD,"(39.1519,-76.9069)"
POINT (1346325.8940387517 555014.8619747404),24397,"KING PROPERTY, LOT 2",Established Communities,Columbia,E SIDE FREETOWN RD 300' N OF FAIR OAKS,"(39.1905,-76.88)"
POINT (1385998.3695863485 559899.7676751912),24631,LOCKE PROPERTY,Established Communities,Elkridge,W SIDE HUNT CLUB RD S OF HUNTER RD,"(39.2039,-76.74)"
POINT (1384443.0629648902 562871.2436359227),24518,WRJ PROPERTY,Established Communities,Elkridge,MONTGOMERY RD ACROSS FROM HUNT CLUB RD,"(39.2121,-76.7455)"
POINT (1358412.34372947 527370.6038835924),24438,PARK OVERLOOK,Established Communities,Southeast,TERMINUS OF DECATUR & MEREDITH,"(39.1145,-76.8373)"
POINT (1338411.1682216898 540910.5520391148),24567,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,MARKET ST AT WESTSIDE BLVD,"(39.1517,-76.9079)"
POINT (1383485.2668813504 563262.7139374204),24409,LANDING MEADOW,Established Communities,Elkridge,LANDING RD N OF MONTGOMERY RD,"(39.2132,-76.7489)"
POINT (1386815.1225575246 556256.1397665255),24467,HARWOOD PARK,Established Communities,Elkridge,SW QUADRANT OF EUCLID AVE & MELROSE AVE,"(39.1939,-76.7371)"
POINT (1343677.9184183516 555621.777311191),24598,CEDARVIEW,Established Communities,Columbia,E SIDE CEDAR LN N OF CORINA CT,"(39.1922,-76.8893)"
POINT (1372704.0014021322 569176.7460872717),24668,BONNIE ACRES,Established Communities,Elkridge,BONNIE ACRES DRIVE,"(39.2295,-76.7869)"
POINT (1353699.3880450986 539210.129361311),24504,WINCOPIA FARMS,Established Communities,Southeast,E SIDE OF GORMAN RD,"(39.1471,-76.854)"
POINT (1360460.5789364167 590209.8852512315),24557,"WOODBERRY, LOT 16",Established Communities,Ellicott City,S SIDE MISTY WOOD LN,"(39.2873,-76.8301)"
POINT (1390623.5555063523 558772.8132261913),24558,SHADY LANE CROSSING,Elkridge,Elkridge,WEST SIDE HANOVER RD OPPOSITE SHADY LN,"(39.2008,-76.7237)"
POINT (1339974.045108553 600927.654869914),24551,"PATUXENT VIEW, LOT 9",Established Communities,Ellicott City,OLD FREDERICK RD W OF MARRIOTTSVILLE RD,"(39.3168,-76.9024)"
POINT (1340038.6582096443 600951.8024941795),24549,"PATUXENT VIEW, LOT 10",Established Communities,Ellicott City,S SIDE OLD FREDERICK RD W OF MARRIOTTSVILLE RD,"(39.3168,-76.9022)"
POINT (1339923.8749355301 600957.8393967915),24559,"PATUXENT VIEW, LOT 7",Established Communities,Ellicott City,S SIDE OLD FREDERICK RD W OF MARRIOTTSVILLE RD,"(39.3169,-76.9026)"
POINT (1339925.395243775 600997.0792270396),24550,"PATUXENT VIEW, LOT 8",Established Communities,Ellicott City,OLD FREDERICK RD W OF MARRIOTTSVILLE RD,"(39.317,-76.9026)"
POINT (1360600.068005871 541117.8008223623),24301,CHIU PROPERTY,Southeast,Southeast,W SIDE SAVAGE-GUILFORD RD OPPOSITE DRUMBEAT PL,"(39.1523,-76.8296)"
POINT (1376979.8691993132 563498.5016093124),24224,Rockburn View,Established Communities,Elkridge,S SIDE MONTGOMERY RD W OF ROCKBURN WOODS WAY,"(39.2138,-76.7718)"
POINT (1345669.1204721704 534274.6344869118),24328,Knisley Property,Established Communities,Southeast,S SIDE HARDING RD W OF STANSFIELD RD,"(39.1335,-76.8823)"
POINT (1339848.253140349 537423.9539691918),24033,CHERRYTREE PARK - REDLINE,Established Communities,Southeast,W SIDE OF ICE CRYSTAL DR,"(39.1421,-76.9028)"
POINT (1372341.8846643493 564310.490654191),24407,HARRIS ACRES,Established Communities,Elkridge,N SIDE OF OLD MONTGOMERY RD 490' W OF MONTGOMERY RD,"(39.2161,-76.7882)"
POINT (1370386.2925744317 531166.3857485726),24101,Annapolis Junction Town Center,"MIHU,Route 1,Southeast",Southeast,E SIDE DORSEY RUN RD S OF HENKELS LN,"(39.1249,-76.7951)"
POINT (1380690.9404025525 562581.0355918817),24111,Montgomery Crossing - PH1,Established Communities,Elkridge,S SIDE MONTGOMERY RD W OF MARSHALEE DR,"(39.2113,-76.7587)"
POINT (1364283.7735257484 543336.9374117423),24379,MISSION RIDGE,Established Communities,Southeast,MISSION RD SOUTH OF REDONDO WAY,"(39.1584,-76.8166)"
POINT (1382345.0366874933 567990.11875326),24315,GROVEMONT OVERLOOK II,Established Communities,Elkridge,TERMINUS OF WECKER WAY,"(39.2262,-76.7529)"
POINT (1366497.341595292 565535.8454272822),24377,ROBINSONS SUBDIVISION,Established Communities,Columbia,W SIDE WATERLOO RD S OF BARRINGTON CT,"(39.2194,-76.8088)"
POINT (1365874.0156048313 569144.6343115512),24110,Montgomery Knolls,Established Communities,Ellicott City,TERMINUS OF AVOCA AVE,"(39.2294,-76.811)"
POINT (1392120.6193607524 564151.4369798116),24013,Cypress Springs Phase 3,Elkridge,Elkridge,WEST SIDE OF CLAREMONT DR,"(39.2156,-76.7184)"
POINT (1345331.6122667715 552928.2907209024),24273,ARMSTRONG & RINALDI PROPERTY (Parcel 321),Established Communities,Columbia,HARRIET TUBMAN LN__,"(39.1848,-76.8835)"
POINT (1368355.158615213 591846.5225712303),24399,NORMANDY OAKS,Established Communities,Ellicott City,E SIDE ROSEMAR DR S OF HIGH RIDGE RD,"(39.2918,-76.8022)"
POINT (1365305.4209810905 539972.6092757117),24108,NORDAU SUBDIVISION,Established Communities,Southeast,PINE RD EAST OF GUILFORD RD,"(39.1491,-76.813)"
POINT (1366354.4341197908 587226.2202479094),21291,"ELLICOTT CROSSING, PART 2",Ellicott City,Ellicott City,W SIDE ROGERS AVE OPPOSITE OAK WEST DR,"(39.2791,-76.8093)"
POINT (1334956.0987683535 563025.3480201904),24187,TROTTER POINT,Established Communities,Columbia,W SIDE TROTTER RD N OF SOUTH WIND CIR,"(39.2125,-76.9201)"
POINT (1338304.7466417998 543460.9742192943),24327,MAPLE LAWN FARMS ,Southeast,Southeast,WEST SIDE OF US29 BETWEEN JOHNS HOPKINS ROAD & MD 216,"(39.1587,-76.9083)"
POINT (1370380.2106816694 571554.7422235832),24240,CLEARWATER CROSSING,Established Communities,Ellicott City,MONTGOMERY RD S OF WATERLOO RD,"(39.236,-76.7951)"
POINT (1337547.6331310384 543645.514478378),24228,MAPLE LAWN FARMS,SE - Growth &amp; Revitalization,Southeast,ELMWOOD AVE AT IAGER BLVD,"(39.1592,-76.9109)"
POINT (1390345.5342203528 556197.4368441906),24069,BASHAM PROPERTY,Elkridge,Elkridge,W SIDE OF HANOVER RD. N OF LOUDON AVE,"(39.1938,-76.7247)"
POINT (1345407.8286423534 544723.1568411924),21426,Kindler Overlook,Southeast,Southeast,E SIDE OLD COLUMBIA RD N OF JOHNS HOPKINS RD,"(39.1622,-76.8832)"
POINT (1379055.7728043497 563797.7427441925),23947,CATTERTON PROPERTY,Elkridge,Elkridge,N SIDE OF MONTGOMERY RD OPPOSITE BELLANCA DR,"(39.2147,-76.7645)"
POINT (1371119.081298329 592079.0264745913),21416,Micah Hart Property,Ellicott City,Ellicott City,S SIDE VALLEY LN AT RT 40,"(39.2924,-76.7925)"
POINT (1357922.8052094318 530152.417665273),24234,"Kings Arms, Section 5",Established Communities,Southeast,WHISKEY BOTTOM RD OPPOSITE LILAC PARK DR,"(39.1221,-76.8391)"
POINT (1338427.8902857937 543515.4282320719),24176,MLF Midtown West Area 2 (20 SFD),SE - Growth &amp; Revitalization,Southeast,WEST SIDE OF US29 BETWEEN JOHNS HOPKINS ROAD & MD 216,"(39.1589,-76.9078)"
POINT (1338456.7778593749 543615.2613411006),24183,MLF Midtown West Area 2 (22 sfd),SE - Growth &amp; Revitalization,Southeast,WEST SIDE OF US29 BETWEEN JOHNS HOPKINS ROAD & MD 216,"(39.1592,-76.9077)"
POINT (1368941.8628823534 591097.750616191),21344,SERIO ESTATES,Ellicott City,Ellicott City,"SE SIDE OF DEERFIELD RD, ABOUT 200' S OF MONTCLAIR DR.","(39.2897,-76.8002)"
POINT (1337879.0603964888 543790.7265851125),24185,MLF Midtown West Area 1 and 2 (14 SFD Lots),SE - Growth &amp; Revitalization,Southeast,"ELMWOOD RD,IAGER BLVD,GRAND CHAMPION ST","(39.1596,-76.9098)"
POINT (1347686.568755649 565777.6587962415),21392,VILLAGE OF WILDE LAKE REDEVELOPMENT,Columbia,Columbia,S SIDE TWIN RIVERS RD AT LYNX LN,"(39.2201,-76.8752)"
POINT (1390691.2895403504 557430.9410361927),21412,WINTER CREST,Elkridge,Elkridge,N SIDE WINTERS LN 600' NW OF HANOVER RD,"(39.1972,-76.7234)"
POINT (1343642.5493495539 557934.2631122731),21425,Cedar Overlook,Established Communities,Columbia,S SIDE HARMEL DR E OF SHADOW LN,"(39.1985,-76.8894)"
POINT (1370179.5308930725 570858.1760061029),24086,WORTHINGTON OVERLOOK,Established Communities,Elkridge,W SIDE MONTGOMERY RD N OF WORTHINGTON WAY,"(39.2341,-76.7958)"
POINT (1338769.9613277912 540880.2967177518),24064,"MLF-Westside, Area 3",SE - Growth &amp; Revitalization,Southeast,WESTSIDE BLVD,"(39.1516,-76.9066)"
POINT (1338408.1283854097 540986.1918889508),24065,MLF-WESTSIDE,SE - Growth &amp; Revitalization,Southeast,WESTSIDE BLVD,"(39.1519,-76.9079)"
POINT (1377584.95234555 571652.9570856616),24049,Cascade Overlook,Established Communities,Elkridge,NE QUADRANT ILCHESTER RD & LANDING RD,"(39.2363,-76.7697)"
POINT (1344585.1407011896 549569.7591818105),24054,Riverside Estates Section 4 Block H Lot 53,Southeast,Southeast,NEWBERRY DR SOUTH OF JUDY LN,"(39.1755,-76.8861)"
POINT (1351738.189110674 595931.6215353012),21295,Swartz Subdivision-Lot 3,Ellicott City,Ellicott City,E SIDE SUNSET FARM RD,"(39.303,-76.8609)"
POINT (1335346.9156423546 562172.2227741927),21250,TROTTER CIRCLE,Columbia,Columbia,"EAST SIDE OF TROTTER RD, N. OF DEPARTED SUNSET LN","(39.2102,-76.9187)"
POINT (1360510.3700068742 540772.888758393),24027,CLEVENGER PROPERTY,Established Communities,Southeast,W SIDE SAVAGE GUILFORD RD S OF DRUMBEAT PL,"(39.1514,-76.8299)"
POINT (1338154.2362862527 533802.5173031427),21453,TAKIAR PROPERTY - LOT 2,Established Communities,Southeast,S SIDE HARDING RD 300' E OF OLD COLUMBIA RD,"(39.1322,-76.9088)"
POINT (1371702.8778199106 579862.2038581818),21189,Autumn River Phase II-Part II,Ellicott City,Ellicott City,EAST SIDE OF COLLEGE AVE N OF VILLAGE CREST DR,"(39.2588,-76.7904)"
POINT (1350379.033449933 563410.8362627402),21022,"DC, Warfield, Block W-1, Parcels D-1 and D-2",Downtown Columbia,Columbia,INTERSECTION BROKEN LAND PKWY & LITTLE PATUXENT PKWY,"(39.2136,-76.8657)"
POINT (1368647.0582930297 592367.3871715516),21017,Chojnowski Property,Established Communities,Ellicott City,TERMINUS OF IVY DR,"(39.2932,-76.8012)"
POINT (1379637.367261313 561574.3587111309),21157,"Golden Fern Hill, Lots 2 Thru 5",Elkridge,Elkridge,TERMINUS OF GOLDEN FERN COURT,"(39.2086,-76.7624)"
POINT (1369151.8015449718 564686.469423091),20636,Shipley's Grant,Elkridge,Elkridge,MD RT 108 AT SNOWDEN RIVER PKY,"(39.2171,-76.7994)"
POINT (1367141.3845643513 564667.5959361922),21241,Tang Property,Established Communities,Columbia,W SIDE WATERLOO RD 400' S OF DAVIS RD,"(39.2171,-76.8065)"
POINT (1346019.7021963522 553024.5818691906),13002,BS LAND ACQUISITION AND BETH SHALOM CONGREGATION,Senior East,Columbia,S SIDE OF HARRIET TUBMAN LN W OF FREETOWN RD,"(39.185,-76.8811)"
POINT (1357158.1248083524 584341.1150361914),21099,LUTHERAN VILLAGE AT MILLER'S GRANT,Established Communities,Ellicott City,"S SIDE FREDERICK RD APPROX. 1,500' EAST OF GRAY ROCK DRIVE","(39.2712,-76.8418)"
POINT (1386816.2622979917 556183.5708315596),21265,"Harwood Park, Lots 389 and 390",Elkridge,Elkridge,S SIDE EUCLID AVE E OF MELROSE AVE,"(39.1937,-76.7371)"
POINT (1348316.9912323505 594834.2646411918),13033,VANTAGE CONDOMINIUMS AT TURF VALLEY,Ellicott City,Ellicott City,NORTH & SOUTH OF RESORT RD EAST OF GOLF ISLAND RD,"(39.3,-76.8729)"
POINT (1343519.4037744328 550832.4718221314),21228,Holiday Hills,Southeast,Southeast,N SIDE HUNTING LN W OF NEWBERG DR,"(39.179,-76.8899)"
POINT (1371268.0706665926 553965.547014242),21044,Paragon at Gateway Overlook,COL - Growth &amp; Revitalization,Columbia,SW QUADRANT LARK BROWN RD & OLD WATERLOO RD,"(39.1876,-76.792)"
POINT (1345868.0799863525 596393.2364781909),12717,VILLAGES AT TURF VALLEY,Ellicott City,Ellicott City,NW OF TURF VALLEY RD & S OF I-70,"(39.3043,-76.8816)"
POINT (1362398.5908224732 590505.817700943),20819,THE GATHERINGS AT ELLICOTT MILLS  (Northridge),Established Communities,Ellicott City,INTERSECTION OF N RIDGE RD & TOWN & COUNTRY BLVD,"(39.2881,-76.8233)"
